question_id,student_answer,final_mark,Crtierion 1,Criterion 2,Criterion 3,Criterion 4,Criterion 5,Crtierion 1_num,Criterion 2_num,Criterion 3_num,Criterion 4_num,Criterion 5_num
s3_14,"FUNCTION l(beginWord, endWord, wordList):          Returns the minimum number of transformations to convert beginWord to endWord.           if endWord not in wordList:           return 0             word_set = set(wordList)       queue = [(beginWord, 0)]       visited = {beginWord}             while queue:           current_word, steps = queue.pop(0)                     if current_word == endWord:               return steps                     for i in range(len(current_word)):               for c in 'abcdefghijklmnopqrstuvwxyz':                   if c == current_word[i]:                       continue                                     new_word = current_word[:i] + c + current_word[i+1:]                                     if new_word in word_set and new_word not in visited:                       if new_word == endWord:                           return steps+1                                             queue.append((new_word, steps + 1))                       visited.add(new_word)             return 0",9,2 - BFS shortest path clear,3 - Valid neighbor gen with visited,1 - Uses list pop(0) slow no set removal,2 - EndWord missing and early stop handled,1 - Returns int clearly,2,3,1,2,1
s3_1,FUNCTION rearrangeWorkshop(arr):       SORT arr       SORT arr IN REVERSE ORDER       counts = 0       countr = 0       for i in range(len(arr)):           if arr[i] == sarr[i]:               continue           counts +=1       for j in range(len(arr)):           if arr[j] == rarr[j]:               continue           countr +=1,5,"2 - Overall logic identified. min swaps is not guranteed-greedy, not completely implemented",1 - Greedy O(n^2),1 - partially handled,"1 - messy, not complete",,2,1,1,1,0
s3_7,FUNCTION smartCarTrade(price):       loss = []       i=0       WHILE i,5,"1-This solution is correct in logic for minimum loss,uses a brute force approach ",0-Nested loops,2-Properly skips invalid cases by only using earlier higher prices.,2-Very clear and prints an integer.,,1,0,2,2,0
s3_8,"FUNCTION groceryShopping(m, arr):       i=0       WHILE i",0,0 - No Answer,0 - No Answer,0 - No Answer,0 - No Answer,,0,0,0,0,0
s3_9,Function closestPairSum(arr):       SORT arr       diff = []       total = []       i=0       WHILE i>len(arr)-1           FIND ABSOLUTE DIFFERENCE(arr[i] - arr[i+1])           diff.append(diff0)           FIND TOTAL abs(arr[i]) + abs(arr[i+1])           total.append(total0)       mini = min(diff)       ind = diff.index(mini)       totalf = total[ind]       REMOVE diff[ind]       REMOVE total[ind]       WHILE TRUE:           IF mini IS IN LIST diff:               ind = diff.index(mini)               totalx=total[ind]               IF totalf,7,3-broken loop condition and i is never incremented.,1-inefficient memory usage for large n,1-fail if array has fewer than 2 elements,2-Clear function structure and returns,,3,1,1,2,0
s3_12,"FUNCTION countIslands(grid):       FUNCTION isSafe(grid, r, c, visited):           row = len(grid)           col = len(grid[0])           return (0",1,"1 - DFS/isSafe hinted, but 8-dir not stated",0 - Core traversal/count missing (incomplete),0 - Boundary/visited logic cut off,0 - No edge cases,"0 - Incomplete, no output",1,0,0,0,0
s3_13,"FUNCTION shortestReach(n,arrayList,s):       graph = defaultdict(list)       for start, end, weight in arrayList:           graph[start].append((end, weight))                 distances = [float('inf')]*n       distances[s] = 0             heap = [(0,s)]             while heap:           curDist, curNode = heapq.heappop(heap)           if curDist > distances[curNode]:               continue                     for neibour, weight in graph[curNode]:               distance = curDist + weight               if distance",7,2 - Algorithm correctly identified,1 - Relaxation and Distance  array is not clearly  defined,2,1 - Some edge cases are missing,0 - No output,2,1,2,1,0
s3_1,"begin      length=length of the array   iterate through the list to find absolute differences   make a list of absolute differences [0,...]      iterate the absolute differences list   find the maximum two differences   swap the integers such that it makes minimum sum of abs difference between those swapping numbers      do the process till it gets no swaps      end",3,"2 - Overall logic has not identified, Just the  directions are shown",0,0,1,,2,0,0,1,0
s3_8,"arr,m   get the length of the array   index1=0   index2=0      use nested for loops to iterate through the list   i,j where i=0,1,2,length-1 and j=i,length-1      break when arr[i]+arr[j]==m   return i+1 and j+1",3,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),0 - Uses j starting at i so it can reuse same item and trips are not handled,1 - Returns 1 based indices but sorting order is not ensured,,2,0,0,1,0
s3_9,begin      find absolute differences between every item   check if there are same pairs having maximum abs difference      if not print the pair with maximum abs difference      if there are same check maximum abs sum   print that pair      end,1,1-not sorting,0-brute force,0,0-disorganized,,1,0,0,0,0
s3_12,"function countislands(grid):   set rows   set columns      create visited [rows][cols],all false   set count =0      for each cell(r,c) in the grid:       if grid [r][c] == 'L' and not visited:       call dfs(grid, r ,c ,visited)       increment count      return count      function dfs(grid,r,c,visited):       mark visited[r][c]=True      fro each of the 8 directions:       calculate new row (nr) and new col(nc)       if (nr,nc) is within grid and grid[nr][nc]=='L' and not visited:         call dfs(grid,nr,n,visited)      function isSafe:   return true if (r,c) inside gridand grid[r][c] == 'L' and not visited",10,2 - DFS connected-component approach is correctly chosen,3 - Core scan + increment + DFS exploration is correctly described,2 - Clear boundary + visited handling via isSafe,"2 - Water-only, single land, diagonal connections are all implicitly handled by the stated logic",1 - overall pseudocode intent is understandable,2,3,2,2,1
s3_13,"begin       q=int(input())             for i in range(q):         n,m = map(int,input().split())                 graph[]         for j in range(n):             row=list(map(int,input().split()))         while len(row) < m:             row.append(-1)         graph.append(row)                 start= int(input())-1         dist=[-1]*n                 dist[start]=0         queue=[start]                 while queue is not empty             take node u from queue             for each node v :             if there is a connection u->v and v not visited:                 update distance[v]                 add v to queue         print distance(skip start node)   end",2,0 - BFS,0 - Not handling what's needed,0,0,1,0,0,0,0,1
